Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q86VB7	C163A_HUMAN	reviewed	Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	CD163 M130	Homo sapiens (Human)	1156
P09564	CD7_HUMAN	reviewed	T-cell antigen CD7 (GP40) (T-cell leukemia antigen) (T-cell surface antigen Leu-9) (TP41) (CD antigen CD7)	CD7	Homo sapiens (Human)	240
Q9Y5K6	CD2AP_HUMAN	reviewed	CD2-associated protein (Adapter protein CMS) (Cas ligand with multiple SH3 domains)	CD2AP	Homo sapiens (Human)	639
P40200	TACT_HUMAN	reviewed	T-cell surface protein tactile (Cell surface antigen CD96) (T cell-activated increased late expression protein) (CD antigen CD96)	CD96	Homo sapiens (Human)	585
P13164	IFM1_HUMAN	reviewed	Interferon-induced transmembrane protein 1 (Dispanin subfamily A member 2a) (DSPA2a) (Interferon-induced protein 17) (Interferon-inducible protein 9-27) (Leu-13 antigen) (CD antigen CD225)	IFITM1 CD225 IFI17	Homo sapiens (Human)	125
A8K4G0	CLM7_HUMAN	reviewed	CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b)	CD300LB CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5 UNQ2530/PRO6029	Homo sapiens (Human)	201
P01892	1A02_HUMAN	reviewed	"HLA class I histocompatibility antigen, A-2 alpha chain (MHC class I antigen A*2)"	HLA-A HLAA	Homo sapiens (Human)	365
P07359	GP1BA_HUMAN	reviewed	Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (Antigen CD42b-alpha) (CD antigen CD42b) [Cleaved into: Glycocalicin]	GP1BA	Homo sapiens (Human)	652
Q01650	LAT1_HUMAN	reviewed	Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter)	SLC7A5 CD98LC LAT1 MPE16	Homo sapiens (Human)	507
P61073	CXCR4_HUMAN	reviewed	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	CXCR4	Homo sapiens (Human)	352
Q07108	CD69_HUMAN	reviewed	Early activation antigen CD69 (Activation inducer molecule) (AIM) (BL-AC/P26) (C-type lectin domain family 2 member C) (EA1) (Early T-cell activation antigen p60) (GP32/28) (Leukocyte surface antigen Leu-23) (MLR-3) (CD antigen CD69)	CD69 CLEC2C	Homo sapiens (Human)	199
O00206	TLR4_HUMAN	reviewed	Toll-like receptor 4 (hToll) (CD antigen CD284)	TLR4	Homo sapiens (Human)	839
P49961	ENTP1_HUMAN	reviewed	Ectonucleoside triphosphate diphosphohydrolase 1 (NTPDase 1) (EC 3.6.1.5) (Ecto-ATP diphosphohydrolase 1) (Ecto-ATPDase 1) (Ecto-ATPase 1) (Ecto-apyrase) (Lymphoid cell activation antigen) (CD antigen CD39)	ENTPD1 CD39	Homo sapiens (Human)	510
P12821	ACE_HUMAN	reviewed	"Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]"	ACE DCP DCP1	Homo sapiens (Human)	1306
Q99706	KI2L4_HUMAN	reviewed	Killer cell immunoglobulin-like receptor 2DL4 (CD158 antigen-like family member D) (G9P) (Killer cell inhibitory receptor 103AS) (KIR-103AS) (MHC class I NK cell receptor KIR103AS) (CD antigen CD158d)	KIR2DL4 CD158D KIR103AS	Homo sapiens (Human)	377
P06731	CEAM5_HUMAN	reviewed	Carcinoembryonic antigen-related cell adhesion molecule 5 (Carcinoembryonic antigen) (CEA) (Meconium antigen 100) (CD antigen CD66e)	CEACAM5 CEA	Homo sapiens (Human)	702
P04234	CD3D_HUMAN	reviewed	T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d)	CD3D T3D	Homo sapiens (Human)	171
P06734	FCER2_HUMAN	reviewed	Low affinity immunoglobulin epsilon Fc receptor (BLAST-2) (C-type lectin domain family 4 member J) (Fc-epsilon-RII) (Immunoglobulin E-binding factor) (Lymphocyte IgE receptor) (CD antigen CD23) [Cleaved into: Low affinity immunoglobulin epsilon Fc receptor membrane-bound form; Low affinity immunoglobulin epsilon Fc receptor soluble form]	FCER2 CD23A CLEC4J FCE2 IGEBF	Homo sapiens (Human)	321
O43490	PROM1_HUMAN	reviewed	Prominin-1 (Antigen AC133) (Prominin-like protein 1) (CD antigen CD133)	PROM1 PROML1 MSTP061	Homo sapiens (Human)	865
Q8N6Q3	CD177_HUMAN	reviewed	CD177 antigen (Human neutrophil alloantigen 2a) (HNA-2a) (NB1 glycoprotein) (NB1 GP) (Polycythemia rubra vera protein 1) (PRV-1) (CD antigen CD177)	CD177 NB1 PRV1 UNQ595/PRO1181	Homo sapiens (Human)	437
P35613	BASI_HUMAN	reviewed	Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147)	BSG UNQ6505/PRO21383	Homo sapiens (Human)	385
O60449	LY75_HUMAN	reviewed	Lymphocyte antigen 75 (Ly-75) (C-type lectin domain family 13 member B) (DEC-205) (gp200-MR6) (CD antigen CD205)	LY75 CD205 CLEC13B	Homo sapiens (Human)	1722
O75355	ENTP3_HUMAN	reviewed	Ectonucleoside triphosphate diphosphohydrolase 3 (NTPDase 3) (EC 3.6.1.5) (CD39 antigen-like 3) (Ecto-ATP diphosphohydrolase 3) (Ecto-ATPDase 3) (Ecto-ATPase 3) (Ecto-apyrase 3) (HB6)	ENTPD3 CD39L3	Homo sapiens (Human)	529
O60603	TLR2_HUMAN	reviewed	Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282)	TLR2 TIL4	Homo sapiens (Human)	784
Q9NZQ7	PD1L1_HUMAN	reviewed	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1	Homo sapiens (Human)	290
P43629	KI3L1_HUMAN	reviewed	Killer cell immunoglobulin-like receptor 3DL1 (CD158 antigen-like family member E) (HLA-BW4-specific inhibitory NK cell receptor) (MHC class I NK cell receptor) (Natural killer-associated transcript 3) (NKAT-3) (p70 natural killer cell receptor clones CL-2/CL-11) (p70 NK receptor CL-2/CL-11) (CD antigen CD158e)	KIR3DL1 CD158E NKAT3 NKB1	Homo sapiens (Human)	444
Q8IX05	CD302_HUMAN	reviewed	CD302 antigen (C-type lectin BIMLEC) (C-type lectin domain family 13 member A) (DEC205-associated C-type lectin 1) (Type I transmembrane C-type lectin receptor DCL-1) (CD antigen CD302)	CD302 CLEC13A DCL1 KIAA0022	Homo sapiens (Human)	232
O95400	CD2B2_HUMAN	reviewed	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)	CD2BP2 KIAA1178	Homo sapiens (Human)	341
P13473	LAMP2_HUMAN	reviewed	Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b)	LAMP2	Homo sapiens (Human)	410
P04229	2B11_HUMAN	reviewed	"HLA class II histocompatibility antigen, DRB1-1 beta chain (MHC class II antigen DRB1*1) (DR-1) (DR1)"	HLA-DRB1	Homo sapiens (Human)	266
P01903	DRA_HUMAN	reviewed	"HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)"	HLA-DRA HLA-DRA1	Homo sapiens (Human)	254
P16581	LYAM2_HUMAN	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	SELE ELAM1	Homo sapiens (Human)	610
P79483	DRB3_HUMAN	reviewed	"HLA class II histocompatibility antigen, DR beta 3 chain (MHC class II antigen DRB3)"	HLA-DRB3	Homo sapiens (Human)	266
P27701	CD82_HUMAN	reviewed	CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82)	CD82 KAI1 SAR2 ST6 TSPAN27	Homo sapiens (Human)	267
P01909	DQA1_HUMAN	reviewed	"HLA class II histocompatibility antigen, DQ alpha 1 chain (DC-1 alpha chain) (DC-alpha) (HLA-DCA) (MHC class II DQA1)"	HLA-DQA1	Homo sapiens (Human)	254
P51681	CCR5_HUMAN	reviewed	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)	CCR5 CMKBR5	Homo sapiens (Human)	352
Q99467	CD180_HUMAN	reviewed	CD180 antigen (Lymphocyte antigen 64) (Radioprotective 105 kDa protein) (CD antigen CD180)	CD180 LY64 RP105	Homo sapiens (Human)	661
Q07011	TNR9_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 9 (4-1BB ligand receptor) (CDw137) (T-cell antigen 4-1BB homolog) (T-cell antigen ILA) (CD antigen CD137)	TNFRSF9 CD137 ILA	Homo sapiens (Human)	255
O75356	ENTP5_HUMAN	reviewed	Ectonucleoside triphosphate diphosphohydrolase 5 (NTPDase 5) (EC 3.6.1.6) (CD39 antigen-like 4) (ER-UDPase) (Guanosine-diphosphatase ENTPD5) (GDPase ENTPD5) (EC 3.6.1.42) (Nucleoside diphosphatase) (Uridine-diphosphatase ENTPD5) (UDPase ENTPD5)	ENTPD5 CD39L4 PCPH	Homo sapiens (Human)	428
P31994	FCG2B_HUMAN	reviewed	Low affinity immunoglobulin gamma Fc region receptor II-b (IgG Fc receptor II-b) (CDw32) (Fc-gamma RII-b) (Fc-gamma-RIIb) (FcRII-b) (CD antigen CD32)	FCGR2B CD32 FCG2 IGFR2	Homo sapiens (Human)	310
P11279	LAMP1_HUMAN	reviewed	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)	LAMP1	Homo sapiens (Human)	417
Q496F6	CLM2_HUMAN	reviewed	CMRF35-like molecule 2 (CLM-2) (CD300 antigen-like family member E) (CMRF35-A5) (Immune receptor expressed on myeloid cells 2) (IREM-2) (Polymeric immunoglobulin receptor 2) (PIgR-2) (PIgR2) (Poly-Ig receptor 2) (CD antigen CD300e)	CD300E CD300LE CLM2 CMRF35A5 IREM2	Homo sapiens (Human)	205
P16150	LEUK_HUMAN	reviewed	Leukosialin (Galactoglycoprotein) (GALGP) (Leukocyte sialoglycoprotein) (Sialophorin) (CD antigen CD43)	SPN CD43	Homo sapiens (Human)	400
Q01151	CD83_HUMAN	reviewed	CD83 antigen (hCD83) (B-cell activation protein) (Cell surface protein HB15) (CD antigen CD83)	CD83	Homo sapiens (Human)	205
P50895	BCAM_HUMAN	reviewed	Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)	BCAM LU MSK19	Homo sapiens (Human)	628
P29017	CD1C_HUMAN	reviewed	T-cell surface glycoprotein CD1c (CD antigen CD1c)	CD1C	Homo sapiens (Human)	333
Q13740	CD166_HUMAN	reviewed	CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166)	ALCAM MEMD	Homo sapiens (Human)	583
P29016	CD1B_HUMAN	reviewed	T-cell surface glycoprotein CD1b (CD antigen CD1b)	CD1B	Homo sapiens (Human)	333
Q03405	UPAR_HUMAN	reviewed	Urokinase plasminogen activator surface receptor (U-PAR) (uPAR) (Monocyte activation antigen Mo3) (CD antigen CD87)	PLAUR MO3 UPAR	Homo sapiens (Human)	335
Q6UXG3	CLM9_HUMAN	reviewed	CMRF35-like molecule 9 (CLM-9) (CD300 antigen-like family member G) (Triggering receptor expressed on myeloid cells 4) (TREM-4) (CD antigen CD300g)	CD300LG CLM9 TREM4 UNQ422/PRO846	Homo sapiens (Human)	332
P02786	TFR1_HUMAN	reviewed	"Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form (sTfR)]"	TFRC	Homo sapiens (Human)	760
Q30154	DRB5_HUMAN	reviewed	"HLA class II histocompatibility antigen, DR beta 5 chain (DR beta-5) (DR2-beta-2) (Dw2) (MHC class II antigen DRB5)"	HLA-DRB5	Homo sapiens (Human)	266
O95971	BY55_HUMAN	reviewed	CD160 antigen (Natural killer cell receptor BY55) (CD antigen CD160)	CD160 BY55	Homo sapiens (Human)	181
P06756	ITAV_HUMAN	reviewed	Integrin alpha-V (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]	ITGAV MSK8 VNRA	Homo sapiens (Human)	1048
P13747	HLAE_HUMAN	reviewed	"HLA class I histocompatibility antigen, alpha chain E (MHC class I antigen E)"	HLA-E HLA-6.2 HLAE	Homo sapiens (Human)	358
Q9UJ71	CLC4K_HUMAN	reviewed	C-type lectin domain family 4 member K (Langerin) (CD antigen CD207)	CD207 CLEC4K	Homo sapiens (Human)	328
P78325	ADAM8_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 8 (ADAM 8) (EC 3.4.24.-) (Cell surface antigen MS2) (CD antigen CD156a)	ADAM8 MS2	Homo sapiens (Human)	824
P14209	CD99_HUMAN	reviewed	CD99 antigen (12E7) (E2 antigen) (Protein MIC2) (T-cell surface glycoprotein E2) (CD antigen CD99)	CD99 MIC2 MIC2X MIC2Y	Homo sapiens (Human)	185
P13761	2B17_HUMAN	reviewed	"HLA class II histocompatibility antigen, DRB1-7 beta chain (MHC class II antigen DRB1*7) (DR-7) (DR7)"	HLA-DRB1	Homo sapiens (Human)	266
Q9GIY3	2B1E_HUMAN	reviewed	"HLA class II histocompatibility antigen, DRB1-14 beta chain (MHC class II antigen DRB1*14) (DR-14) (DR14)"	HLA-DRB1	Homo sapiens (Human)	266
P13760	2B14_HUMAN	reviewed	"HLA class II histocompatibility antigen, DRB1-4 beta chain (MHC class II antigen DRB1*4) (DR-4) (DR4)"	HLA-DRB1	Homo sapiens (Human)	266
O43866	CD5L_HUMAN	reviewed	CD5 antigen-like (Apoptosis inhibitor expressed by macrophages) (hAIM) (CT-2) (IgM-associated peptide) (SP-alpha)	CD5L API6 UNQ203/PRO229	Homo sapiens (Human)	347
O75354	ENTP6_HUMAN	reviewed	Ectonucleoside triphosphate diphosphohydrolase 6 (NTPDase 6) (EC 3.6.1.6) (CD39 antigen-like 2)	ENTPD6 CD39L2 IL6ST2	Homo sapiens (Human)	484
Q6UXZ3	CLM4_HUMAN	reviewed	CMRF35-like molecule 4 (CLM-4) (CD300 antigen-like family member D) (CMRF35-A4) (CD antigen CD300d)	CD300LD CD300D CMRF35A4 UNQ9218/PRO28686	Homo sapiens (Human)	194
Q9Y5L3	ENTP2_HUMAN	reviewed	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)	ENTPD2 CD39L1	Homo sapiens (Human)	495
P56199	ITA1_HUMAN	reviewed	Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a)	ITGA1	Homo sapiens (Human)	1179
P43632	KI2S4_HUMAN	reviewed	Killer cell immunoglobulin-like receptor 2DS4 (CD158 antigen-like family member I) (MHC class I NK cell receptor) (Natural killer-associated transcript 8) (NKAT-8) (P58 natural killer cell receptor clones CL-39/CL-17) (p58 NK receptor CL-39/CL-17) (CD antigen CD158i)	KIR2DS4 CD158I KKA3 NKAT8	Homo sapiens (Human)	304
P01911	2B1F_HUMAN	reviewed	"HLA class II histocompatibility antigen, DRB1-15 beta chain (DW2.2/DR2.2) (MHC class II antigen DRB1*15)"	HLA-DRB1 HLA-DRB2	Homo sapiens (Human)	266
P19397	CD53_HUMAN	reviewed	Leukocyte surface antigen CD53 (Cell surface glycoprotein CD53) (Tetraspanin-25) (Tspan-25) (CD antigen CD53)	CD53 MOX44 TSPAN25	Homo sapiens (Human)	219
Q6GTX8	LAIR1_HUMAN	reviewed	Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (hLAIR1) (CD antigen CD305)	LAIR1 CD305	Homo sapiens (Human)	287
O15389	SIGL5_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170)	SIGLEC5 CD33L2 OBBP2	Homo sapiens (Human)	551
Q9NR16	C163B_HUMAN	reviewed	Scavenger receptor cysteine-rich type 1 protein M160 (CD163 antigen-like 1) (CD antigen CD163b)	CD163L1 CD163B M160 UNQ6434/PRO23202	Homo sapiens (Human)	1453
Q5Y7A7	2B1D_HUMAN	reviewed	"HLA class II histocompatibility antigen, DRB1-13 beta chain (MHC class II antigen DRB1*13) (DR-13) (DR13)"	HLA-DRB1	Homo sapiens (Human)	266
P06127	CD5_HUMAN	reviewed	T-cell surface glycoprotein CD5 (Lymphocyte antigen T1/Leu-1) (CD antigen CD5)	CD5 LEU1	Homo sapiens (Human)	495
P43630	KI3L2_HUMAN	reviewed	Killer cell immunoglobulin-like receptor 3DL2 (CD158 antigen-like family member K) (MHC class I NK cell receptor) (Natural killer-associated transcript 4) (NKAT-4) (p70 natural killer cell receptor clone CL-5) (p70 NK receptor CL-5) (CD antigen CD158k)	KIR3DL2 CD158K NKAT4	Homo sapiens (Human)	455
P43631	KI2S2_HUMAN	reviewed	Killer cell immunoglobulin-like receptor 2DS2 (CD158 antigen-like family member J) (MHC class I NK cell receptor) (NK receptor 183 ActI) (Natural killer-associated transcript 5) (NKAT-5) (p58 natural killer cell receptor clone CL-49) (p58 NK receptor CL-49) (CD antigen CD158j)	KIR2DS2 CD158J NKAT5	Homo sapiens (Human)	304
P14778	IL1R1_HUMAN	reviewed	"Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 receptor type 1, soluble form (sIL-1R1) (sIL-1RI)]"	IL1R1 IL1R IL1RA IL1RT1	Homo sapiens (Human)	569
Q12913	PTPRJ_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)	PTPRJ DEP1	Homo sapiens (Human)	1337
P20036	DPA1_HUMAN	reviewed	"HLA class II histocompatibility antigen, DP alpha 1 chain (DP(W3)) (DP(W4)) (HLA-SB alpha chain) (MHC class II DP3-alpha) (MHC class II DPA1)"	HLA-DPA1 HLA-DP1A HLASB	Homo sapiens (Human)	260
P05362	ICAM1_HUMAN	reviewed	Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54)	ICAM1	Homo sapiens (Human)	532
P14151	LYAM1_HUMAN	reviewed	L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L)	SELL LNHR LYAM1	Homo sapiens (Human)	372
P31358	CD52_HUMAN	reviewed	CAMPATH-1 antigen (CDw52) (Cambridge pathology 1 antigen) (Epididymal secretory protein E5) (Human epididymis-specific protein 5) (He5) (CD antigen CD52)	CD52 CDW52 HE5	Homo sapiens (Human)	61
Q9NPY3	C1QR1_HUMAN	reviewed	Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93)	CD93 C1QR1 MXRA4	Homo sapiens (Human)	652
O00182	LEG9_HUMAN	reviewed	Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21)	LGALS9	Homo sapiens (Human)	355
P07288	KLK3_HUMAN	reviewed	Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase)	KLK3 APS	Homo sapiens (Human)	261
P32971	TNFL8_HUMAN	reviewed	Tumor necrosis factor ligand superfamily member 8 (CD30 ligand) (CD30-L) (CD antigen CD153)	TNFSF8 CD30L CD30LG	Homo sapiens (Human)	234
Q8N743	KI3L3_HUMAN	reviewed	Killer cell immunoglobulin-like receptor 3DL3 (CD158 antigen-like family member Z) (Killer cell inhibitory receptor 1) (CD antigen CD158z)	KIR3DL3 CD158Z KIR3DL7 KIRC1	Homo sapiens (Human)	410
P11049	CD37_HUMAN	reviewed	Leukocyte antigen CD37 (Tetraspanin-26) (Tspan-26) (CD antigen CD37)	CD37 TSPAN26	Homo sapiens (Human)	281
P01912	2B13_HUMAN	reviewed	"HLA class II histocompatibility antigen, DRB1-3 chain (Clone P2-beta-3) (MHC class II antigen DRB1*3)"	HLA-DRB1	Homo sapiens (Human)	266
P40198	CEAM3_HUMAN	reviewed	Carcinoembryonic antigen-related cell adhesion molecule 3 (Carcinoembryonic antigen CGM1) (CD antigen CD66d)	CEACAM3 CD66D CGM1	Homo sapiens (Human)	252
P07900	HS90A_HUMAN	reviewed	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	HSP90AA1 HSP90A HSPC1 HSPCA	Homo sapiens (Human)	732
Q10588	BST1_HUMAN	reviewed	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (EC 3.2.2.6) (ADP-ribosyl cyclase 2) (Bone marrow stromal antigen 1) (BST-1) (Cyclic ADP-ribose hydrolase 2) (cADPr hydrolase 2) (CD antigen CD157)	BST1	Homo sapiens (Human)	318
Q9P1W8	SIRPG_HUMAN	reviewed	Signal-regulatory protein gamma (SIRP-gamma) (CD172 antigen-like family member B) (Signal-regulatory protein beta-2) (SIRP-b2) (SIRP-beta-2) (CD antigen CD172g)	SIRPG SIRPB2	Homo sapiens (Human)	387
Q8TCZ2	C99L2_HUMAN	reviewed	CD99 antigen-like protein 2 (MIC2-like protein 1) (CD antigen CD99)	CD99L2 MIC2L1 UNQ1964/PRO4486	Homo sapiens (Human)	262
P34810	CD68_HUMAN	reviewed	Macrosialin (Gp110) (CD antigen CD68)	CD68	Homo sapiens (Human)	354
Q29974	2B1G_HUMAN	reviewed	"HLA class II histocompatibility antigen, DRB1-16 beta chain (MHC class II antigen DRB1*16) (DR-16) (DR16)"	HLA-DRB1	Homo sapiens (Human)	266
Q6ZMC9	SIG15_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 15 (Siglec-15) (CD33 antigen-like 3)	SIGLEC15 CD33L3	Homo sapiens (Human)	328
Q8NHJ6	LIRB4_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily B member 4 (CD85 antigen-like family member K) (Immunoglobulin-like transcript 3) (ILT-3) (Leukocyte immunoglobulin-like receptor 5) (LIR-5) (Monocyte inhibitory receptor HM18) (CD antigen CD85k)	LILRB4 ILT3 LIR5	Homo sapiens (Human)	448
